Timestamp,Serial_Number,LED_status,VCC_AVERAGE,PLUS_AVERAGE,MINUS_AVERAGE,BATTERY_AVERAGE,BUCK_AVERAGE,VCC,PLUS_VOLT,MINUS_VOLT,BATTERY_VOLT,BUCK_VOLT,RASPBERRY_PI,RASPBERRY_PI_RUN,SCREEN_1,SCREEN_2,SCREEN_3,SCREEN_4,SCREEN_5,SCREEN_6,Status
null,0003021825,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
